"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.533186745E1,-9.401336312E-3,1.431316137E-3,4.120826721E-3,1.036412096E-2
1.533659761E1,-2.591355145E-2,1.331261545E-2,-2.438735962E-2,3.799317292E-2
1.534132776E1,2.740845084E-3,6.083965302E-3,1.140880585E-2,1.321694808E-2
1.534605792E1,1.220206916E-2,-8.201837540E-3,1.605987549E-2,2.177338356E-2
1.535078808E1,4.974275827E-3,-1.047629118E-2,5.863857269E-2,5.977439506E-2
1.535551823E1,-4.594430327E-3,-3.174334764E-2,7.476043701E-2,8.135030333E-2
1.536024839E1,1.817494631E-4,-1.249417663E-2,4.566383362E-2,4.734261487E-2
1.536497855E1,-1.177601516E-2,8.994698524E-3,7.319450378E-3,1.652735576E-2
1.536970870E1,-1.405823231E-2,8.921951056E-3,-4.257202148E-2,4.571227537E-2
1.537443886E1,-1.632142067E-2,1.836920530E-2,-3.035259247E-2,3.905248194E-2
1.537916907E1,-2.096651495E-2,3.981038928E-3,-1.348781586E-2,2.524608081E-2
1.538389922E1,4.726648331E-4,-3.141343594E-3,3.236770630E-3,4.535210660E-3
1.538862938E1,-9.058922529E-3,-1.732364297E-2,1.507568359E-2,2.468701924E-2
1.539335954E1,-6.647065282E-3,-3.376127779E-2,1.969623566E-2,3.964781273E-2
1.539808969E1,2.863749862E-3,-5.004405975E-3,5.493164062E-4,5.791967796E-3
1.540281985E1,-2.569907904E-2,1.402068883E-2,-3.267288208E-2,4.386957490E-2
1.540755001E1,-2.792179585E-2,2.816995978E-2,-3.714561462E-2,5.434123667E-2
1.541228016E1,-1.823331416E-2,2.559176832E-2,-2.734375000E-2,4.165420765E-2
1.541701032E1,-1.339960098E-2,4.107117653E-3,1.797294617E-2,2.279132545E-2
1.542174047E1,-1.335231960E-2,-5.362585187E-3,2.256965637E-2,2.676623147E-2
1.542647063E1,-1.098789275E-2,-5.233347416E-3,2.001380920E-2,2.342379711E-2
1.543120084E1,-1.336067915E-2,-1.456820965E-2,2.222251892E-2,2.974190355E-2
1.543593094E1,-2.280484140E-2,6.910070777E-3,6.837844849E-4,2.383857023E-2
1.544066115E1,-2.979743481E-2,1.154346764E-2,-3.254032135E-2,4.560714067E-2
1.544539131E1,-4.625038803E-2,1.622308791E-2,-7.497787476E-2,8.957660787E-2
1.545012146E1,-1.030744612E-2,2.555312961E-2,-5.062484741E-2,5.763749695E-2
1.545485162E1,3.951743245E-3,1.584440470E-3,-2.647399902E-2,2.681416325E-2
1.545958178E1,-8.626878262E-4,-1.741024852E-2,9.341239929E-3,1.977674764E-2
1.546431193E1,2.518185973E-2,-1.254692674E-2,2.824783325E-2,3.986842753E-2
1.546904209E1,2.965378761E-2,1.840604097E-2,1.377677917E-2,3.752238143E-2
1.547377225E1,1.747789979E-2,3.723603487E-2,-2.430152893E-2,4.777618217E-2
1.547850240E1,2.913267910E-2,3.692668676E-2,-5.019950867E-2,6.879159729E-2
1.548323256E1,1.464433968E-2,1.998187602E-2,-5.690097809E-2,6.206007864E-2
1.548796271E1,1.920369267E-2,3.639800847E-2,-3.269577026E-2,5.256053867E-2
1.549269287E1,2.424851060E-3,-9.073331952E-3,5.540847778E-3,1.090441422E-2
1.549742303E1,2.137944102E-2,-9.108230472E-3,2.684974670E-2,3.550984735E-2
1.550215323E1,1.407437027E-2,-1.617787778E-2,4.798221588E-2,5.255572917E-2
1.550688334E1,3.522115946E-2,-6.578430533E-3,2.385425568E-2,4.304452736E-2
1.551161355E1,2.537214756E-2,1.480545104E-2,-2.617359161E-2,3.934468389E-2
1.551634370E1,-1.284110546E-2,1.231076568E-2,-3.307247162E-2,3.755312664E-2
1.552107386E1,1.573222876E-2,3.447234631E-4,-4.322052002E-3,1.631876188E-2
1.552580402E1,-5.790531635E-3,5.089193583E-3,2.656173706E-2,2.765783838E-2
1.553053417E1,1.320429146E-2,-1.399166882E-2,4.057693481E-2,4.490665595E-2
1.553526433E1,1.065778732E-2,-1.387348771E-2,4.024028778E-2,4.387872893E-2
1.553999448E1,-1.322342455E-2,-2.564856410E-2,3.516006470E-2,4.548557955E-2
1.554472464E1,8.235231042E-3,-2.783337235E-2,-7.266998291E-4,2.903521551E-2
1.554945480E1,5.813717842E-3,-3.898888826E-3,-3.631496429E-2,3.698347308E-2
1.555418495E1,1.011252403E-3,-1.464694738E-3,-3.363800049E-2,3.368505661E-2
1.555891511E1,-6.123289466E-3,-1.088605821E-2,-2.861213684E-2,3.121947008E-2
1.556364527E1,1.066789031E-3,-1.788389683E-2,-1.413536072E-2,2.282060970E-2
1.556837542E1,3.395453095E-3,-2.725203335E-2,9.710311890E-3,2.912889597E-2
1.557310558E1,5.760058761E-3,-2.230542898E-2,1.437377930E-2,2.715356275E-2
1.557783573E1,1.044996083E-2,-1.977294683E-2,-7.101058960E-3,2.346478524E-2
1.558256589E1,-1.509800553E-3,1.358529180E-2,-3.551673889E-2,3.805625300E-2
1.558729610E1,3.212422132E-3,1.110015810E-2,-5.182933807E-2,5.310191570E-2
1.559202620E1,-2.526891232E-2,2.524652332E-2,-4.190635681E-2,5.506403191E-2
1.559675641E1,1.063764095E-3,8.372440934E-3,-1.308345795E-2,1.556940054E-2
1.560148657E1,-1.081776619E-2,-3.203536570E-2,2.024650574E-2,3.941078172E-2
1.560621672E1,5.846843123E-3,6.199285388E-3,6.279087067E-2,6.336647499E-2
1.561094688E1,-1.082031429E-2,-1.048944890E-2,5.277538300E-2,5.488486850E-2
1.561567704E1,-1.551124454E-2,3.809630871E-3,1.436901093E-2,2.148442388E-2
1.562040719E1,-1.536238194E-2,2.273404598E-2,-2.609062195E-2,3.786238475E-2
1.562513735E1,-2.001583576E-2,4.624713957E-2,-2.587318420E-2,5.664674095E-2
1.562986751E1,3.872692585E-3,1.027135551E-2,7.563591003E-3,1.333065643E-2
1.563459766E1,-1.277759671E-2,-1.704946160E-3,2.648353577E-2,2.945422696E-2
1.563932782E1,6.303668022E-3,-1.120916009E-2,4.524517059E-2,4.703729332E-2
1.564405797E1,-2.457670867E-2,5.411788821E-3,3.774738312E-2,4.536702547E-2
1.564878813E1,-1.488864422E-2,1.954922080E-2,-5.340576172E-4,2.457903534E-2
1.565351829E1,-7.654577494E-3,3.757029772E-4,-2.425765991E-2,2.543949240E-2
1.565824844E1,-2.663703263E-2,1.695709676E-2,-4.778385162E-2,5.727452412E-2
1.566297860E1,-7.468134165E-3,9.698107839E-3,-4.026603699E-2,4.208539008E-2
1.566770876E1,4.478514194E-3,1.273304224E-4,-3.043842316E-2,3.076639249E-2
1.567243891E1,-3.406852484E-4,-9.364306927E-3,5.408287048E-3,1.081923655E-2
1.567716907E1,-1.221050322E-2,-3.066907823E-2,2.990722656E-3,3.314563577E-2
1.568189922E1,-2.243369818E-4,-6.738841534E-3,1.957607269E-2,2.070470802E-2
1.568662938E1,-2.024620771E-4,7.500469685E-3,-2.804660797E-2,2.903291675E-2
1.569135954E1,-4.049190879E-2,-4.480585456E-3,-3.967857361E-2,5.686879221E-2
1.569608969E1,-2.117927372E-2,1.451353729E-2,-3.697490692E-2,4.501497686E-2
1.570081985E1,5.118921399E-3,-6.933912635E-3,-2.954769135E-2,3.077902800E-2
1.570555006E1,5.124911666E-3,-3.060211241E-2,-2.218437195E-2,3.814315617E-2
1.571028016E1,3.357717395E-2,-4.932796955E-2,6.474494934E-3,6.002161507E-2
1.571501037E1,4.842385650E-3,3.287464380E-3,2.065849304E-2,2.147159648E-2
1.571974053E1,1.668646932E-2,-8.630633354E-3,1.336574554E-2,2.305578548E-2
1.572447068E1,4.703000188E-3,-1.341430843E-2,-2.233982086E-2,2.647884963E-2
1.572920084E1,-6.228685379E-6,1.751867682E-2,-3.164672852E-2,3.617208180E-2
1.573393100E1,1.419578493E-2,-8.754685521E-3,-3.612995148E-2,3.979369576E-2
1.573866115E1,1.166887581E-2,-1.811593771E-2,-9.724617004E-3,2.364144745E-2
1.574339131E1,-1.462188363E-2,-1.078964770E-2,3.544425964E-2,3.983103715E-2
1.574812146E1,2.074018121E-3,-3.442759812E-2,4.938793182E-2,6.023893154E-2
1.575285162E1,-9.788453579E-3,-3.320753574E-3,2.524566650E-2,2.727975266E-2
1.575758178E1,-7.370129228E-3,1.566308737E-2,1.079845428E-2,2.040239510E-2
1.576231193E1,-7.372289896E-3,2.737070620E-2,-1.301860809E-2,3.119279361E-2
1.576704209E1,2.144575119E-3,3.188934177E-2,-3.189182281E-2,4.515105407E-2
1.577177225E1,1.875647902E-2,3.177836537E-3,-1.027011871E-2,2.161896133E-2
1.577650240E1,9.128659964E-3,7.521957159E-4,1.117038727E-2,1.444561466E-2
1.578123256E1,9.044721723E-3,-8.744031191E-3,4.192543030E-2,4.377221468E-2
1.578596271E1,4.160374403E-3,-8.696824312E-3,5.581378937E-2,5.664029089E-2
1.579069287E1,-5.374073982E-3,-1.817062497E-2,4.348373413E-2,4.743297816E-2
1.579542303E1,-2.669347823E-2,1.042848825E-2,9.901046753E-3,3.032038710E-2
1.580015318E1,-1.698735356E-2,1.508893073E-2,-2.102851868E-2,3.095875658E-2
1.580488334E1,9.248048067E-3,2.451203018E-2,-3.746318817E-2,4.571494815E-2
1.580961350E1,-2.728775144E-3,1.244554669E-2,-3.003025055E-2,3.262137021E-2
1.581434365E1,6.778031588E-3,1.471692324E-2,-2.028846741E-2,2.596442665E-2
1.581907381E1,1.620522141E-2,2.731457353E-3,3.208351135E-2,3.604749313E-2
1.582380396E1,1.137186587E-2,-1.864628494E-2,3.181552887E-2,3.859055782E-2
1.582853412E1,1.777708530E-3,9.957417846E-3,1.493930817E-2,1.804143415E-2
1.583326428E1,-2.197457850E-2,1.456479728E-2,-8.913993835E-3,2.782938566E-2
1.583799443E1,-2.411724627E-2,1.681662351E-2,-4.680728912E-2,5.527533545E-2
1.584272459E1,-1.674592495E-4,1.907882094E-2,-3.455352783E-2,3.947120136E-2
1.584745474E1,-2.519339323E-3,1.177429408E-2,-1.290988922E-2,1.765350706E-2
1.585218490E1,1.413145661E-2,-1.445244253E-2,4.889202118E-2,5.290558473E-2
1.585691506E1,6.914660335E-3,-7.212415338E-3,6.984043121E-2,7.055152227E-2
1.586164521E1,1.159532368E-2,-1.189586520E-2,4.790306091E-2,5.070173947E-2
1.586637537E1,9.146213531E-3,9.561419487E-3,3.089332581E-2,3.360761140E-2
1.587110553E1,1.971349120E-3,1.185620576E-2,6.907463074E-3,1.386249900E-2
1.587583568E1,-3.700852394E-4,1.650474221E-2,-7.389068604E-3,1.808706204E-2
1.588056584E1,-7.466048002E-3,6.876632571E-3,9.282112122E-3,1.375454666E-2
1.588529600E1,1.157097518E-2,-2.165429294E-2,4.459381104E-3,2.495359592E-2
1.589002615E1,-3.973394632E-4,-2.147163451E-2,4.476165771E-2,4.964670149E-2
1.589475631E1,4.316389561E-3,-2.307459712E-3,5.150794983E-2,5.173996990E-2
1.589948646E1,1.900061965E-3,3.111362457E-5,3.446769714E-2,3.452004273E-2
1.590421662E1,-1.001630723E-2,1.658625156E-2,5.706787109E-3,2.019894974E-2
1.590894678E1,-2.417799830E-2,1.173172146E-2,-2.281475067E-2,3.525225863E-2
1.591367693E1,-9.719237685E-3,-2.601772547E-3,-1.787948608E-2,2.051606259E-2
1.591840709E1,-2.385553718E-2,1.405954361E-2,-8.237838745E-3,2.888978033E-2
1.592313725E1,-2.369248867E-2,-2.666220069E-3,1.322746277E-3,2.387870194E-2
1.592786740E1,-1.406714320E-2,-1.928044856E-2,1.792335510E-2,2.984739306E-2
1.593259756E1,-3.299698234E-2,-2.383673191E-2,2.489471436E-2,4.771516986E-2
1.593732771E1,-8.973568678E-3,-4.654094577E-3,-1.802539825E-2,2.066641027E-2
1.594205787E1,-3.029045463E-2,2.628946304E-2,-3.210926056E-2,5.137754492E-2
1.594678803E1,-2.772876620E-2,2.369906753E-2,-5.319595337E-2,6.450069559E-2
1.595151818E1,-2.041439712E-2,9.294345975E-3,-2.665042877E-2,3.483357333E-2
1.595624834E1,-1.078848541E-2,-4.990965128E-3,-5.069732666E-3,1.292297720E-2
1.596097850E1,1.059375703E-2,-1.686793566E-2,6.837844849E-3,2.105970236E-2
1.596570865E1,-1.085832715E-2,-1.200789213E-2,4.712009430E-2,4.982364929E-2
1.597043881E1,-1.077570021E-2,-6.972253323E-5,1.113319397E-2,1.549414677E-2
1.597516896E1,-1.072086394E-2,1.177021116E-2,8.667945862E-3,1.812755030E-2
1.597989912E1,-1.778551936E-2,2.588373423E-2,-1.750659943E-2,3.595515846E-2
1.598462928E1,-1.761731505E-2,1.146017760E-2,-2.447795868E-2,3.226260872E-2
1.598935943E1,3.849297762E-3,4.302710295E-3,-2.916336060E-3,6.468031010E-3
1.599408959E1,8.554726839E-3,-1.711601019E-2,4.456520081E-2,4.849946679E-2
1.599881974E1,8.447304368E-3,-2.707272768E-3,3.470325470E-2,3.581901958E-2
1.600354990E1,-8.269771934E-3,-2.878607810E-2,4.153347015E-2,5.120602077E-2
1.600828006E1,-1.090869308E-3,-1.668146253E-2,3.169631958E-2,3.583459031E-2
1.601301021E1,2.492769063E-2,6.805360317E-5,-6.530761719E-3,2.576907526E-2
1.601774037E1,5.700752139E-3,4.056096077E-5,-1.596832275E-2,1.695545787E-2
1.602247053E1,3.409248590E-2,7.161065936E-3,-3.970146179E-3,3.506195262E-2
1.602720068E1,1.716248691E-2,-1.425297558E-2,1.504707336E-2,2.690934200E-2
1.603193084E1,1.932913065E-2,-1.887775958E-2,4.339790344E-2,5.112106338E-2
1.603666100E1,1.433004439E-2,-2.583876252E-2,6.439495087E-2,7.084985193E-2
1.604139115E1,-9.553924203E-3,-1.613032818E-2,3.301143646E-2,3.796340201E-2
1.604612131E1,-7.109299302E-3,1.248026639E-2,2.561759949E-2,2.936938183E-2
1.605085146E1,-2.367913723E-3,5.134195089E-4,-3.068923950E-3,3.910103477E-3
1.605558162E1,-4.812538624E-3,2.664031088E-2,-2.914237976E-2,3.977618622E-2
1.606031178E1,-7.153183222E-3,2.691060305E-3,-2.652549744E-2,2.760456212E-2
1.606504193E1,-1.187466085E-2,9.789481759E-3,-1.206684113E-2,1.955633345E-2
1.606977209E1,1.671926677E-2,-2.110950649E-2,2.125358582E-2,3.430539397E-2
1.607450224E1,-2.383530140E-3,-1.144112647E-2,3.056907654E-2,3.272688545E-2
1.607923240E1,-7.117688656E-3,7.666096091E-3,4.214286804E-3,1.127788696E-2
1.608396256E1,2.396643162E-3,9.947553277E-3,-5.039787292E-2,5.142609561E-2
1.608869271E1,-2.138750255E-2,4.780510813E-2,-6.421470642E-2,8.286303247E-2
1.609342287E1,-1.407022774E-2,1.653359085E-2,-6.368064880E-2,6.727968466E-2
1.609815303E1,-1.156009734E-2,-1.849234104E-4,-2.993011475E-2,3.208553905E-2
1.610288318E1,-2.099142969E-2,-2.153837681E-2,5.914688110E-3,3.065167746E-2
1.610761334E1,-9.015694261E-3,-7.120043039E-3,1.535892487E-2,1.918005028E-2
1.611234350E1,-8.921340108E-3,5.826354027E-5,1.760387421E-2,1.973550331E-2
1.611707365E1,-8.855253458E-3,2.613256872E-2,3.219604492E-3,2.777935411E-2
1.612180376E1,-2.297164500E-2,3.303376585E-2,-3.926277161E-3,4.042699361E-2
1.612653391E1,-2.510562539E-2,2.798581123E-2,-2.050495148E-2,4.282465519E-2
1.613126407E1,-1.778523624E-2,1.831898093E-2,-1.321506500E-2,2.874956754E-2
1.613599422E1,-1.289914548E-2,3.958463669E-3,8.251190186E-3,1.581579996E-2
1.614072438E1,1.332965493E-2,-2.449241281E-2,6.513214111E-2,7.085022083E-2
1.614545454E1,1.083743572E-2,-5.864202976E-4,6.933498383E-2,7.017929811E-2
1.615018469E1,1.219451427E-3,-2.981349826E-3,4.028224945E-2,4.041082936E-2
1.615491485E1,-1.069162786E-2,1.359826326E-2,1.980781555E-3,1.741112190E-2
1.615964500E1,8.344382048E-3,1.105726510E-2,-7.526397705E-3,1.576510342E-2
1.616437516E1,-1.068897545E-2,1.573907584E-2,-1.933002472E-2,2.712236273E-2
1.616910532E1,3.629505634E-3,3.772929311E-3,2.188682556E-3,5.674384378E-3
1.617383547E1,1.068216562E-2,-1.995788515E-2,1.403617859E-2,2.663531774E-2
1.617856563E1,-3.707364202E-3,-3.402668238E-2,4.951381683E-2,6.019283778E-2
1.618329579E1,-2.032238245E-2,-1.478636265E-2,3.249168396E-2,4.107730852E-2
1.618802594E1,-3.578990698E-3,-1.938007772E-2,6.119728088E-3,2.063607663E-2
1.619275610E1,-1.779471338E-2,4.539057612E-3,-3.901481628E-2,4.312088540E-2
1.619748626E1,3.756985068E-3,-7.362231612E-3,-3.631687164E-2,3.724557097E-2
1.620221641E1,-5.774125457E-3,-9.644955397E-3,-3.838729858E-2,3.999937977E-2
1.620694657E1,-9.602308273E-4,-2.380028367E-2,-2.620220184E-2,3.541088713E-2
1.621167672E1,3.785684705E-3,-2.834615111E-2,1.435565948E-2,3.199876015E-2
1.621640688E1,-1.289138198E-2,-4.469004273E-2,2.135467529E-2,5.118017004E-2
1.622113704E1,1.565527916E-2,-3.959754109E-2,2.194404602E-3,4.263646840E-2
1.622586719E1,-8.212655783E-3,-2.980357409E-2,-2.629756927E-2,4.058648658E-2
1.623059735E1,-3.350570798E-3,-5.796968937E-3,-3.794479370E-2,3.853100755E-2
1.623532750E1,1.414850354E-3,2.035400271E-2,-5.661106110E-2,6.017557201E-2
1.624005766E1,1.091420650E-2,1.202270389E-3,-3.715705872E-2,3.874548193E-2
1.624478776E1,-5.739450455E-3,-2.250774205E-2,3.490447998E-3,2.348878394E-2
1.624951797E1,1.474902034E-3,-1.997360587E-2,3.193473816E-2,3.769546085E-2
1.625424813E1,2.049314976E-2,-1.980620623E-2,3.404045105E-2,4.439602797E-2
1.625897823E1,6.105482578E-3,-1.011957228E-2,1.240062714E-2,1.713062212E-2
1.626370839E1,1.082038879E-2,-5.421489477E-4,-4.312515259E-3,1.166072583E-2
1.626843855E1,8.349463344E-3,8.927598596E-3,-4.224300385E-2,4.397598127E-2
1.627316870E1,-1.219511032E-3,1.362840086E-2,-3.951740265E-2,4.181920168E-2
1.627789886E1,5.901440978E-3,1.354426891E-2,1.152038574E-3,1.481895471E-2
1.628262902E1,8.217290044E-3,6.342172623E-3,3.516197205E-3,1.095950054E-2
1.628735917E1,2.232211828E-2,-7.919162512E-3,2.959060669E-2,3.790242873E-2
1.629208933E1,-6.402105093E-3,-3.105819225E-3,3.171920776E-2,3.250755610E-2
1.629681948E1,3.106653690E-3,4.011794925E-3,2.980232239E-3,5.884520360E-3
1.630154964E1,-8.791908622E-3,3.714391589E-2,-5.162143707E-2,6.420078590E-2
1.630627980E1,-2.056305110E-2,2.019791305E-2,-6.780338287E-2,7.367559631E-2
1.631100995E1,-3.845125437E-3,-1.078844070E-2,-7.198143005E-2,7.288691045E-2
1.631574011E1,-8.594974875E-3,-3.551065922E-3,-3.816127777E-2,3.927807001E-2
1.632047026E1,-1.341629028E-2,-2.013008296E-2,1.198959351E-2,2.699939699E-2
1.632520042E1,-6.304770708E-3,-3.897106647E-2,1.426410675E-2,4.197569412E-2
1.632993058E1,-8.688688278E-3,-1.968953013E-2,1.414585114E-2,2.575414540E-2
1.633466073E1,-1.817099750E-2,1.366923004E-2,-4.292011261E-2,4.857127821E-2
1.633939089E1,-1.571105421E-2,6.464853883E-3,-5.205154419E-2,5.475394792E-2
1.634412100E1,-2.279099822E-2,1.590284705E-2,-8.483505249E-2,8.927102708E-2
1.634885120E1,-3.218445182E-2,1.561835408E-3,-5.090522766E-2,6.024633161E-2
1.635358131E1,-1.302462816E-2,-3.167510033E-3,-1.013946533E-2,1.680722511E-2
1.635831146E1,3.601863980E-3,-5.485802889E-3,1.130294800E-2,1.306996905E-2
1.636304162E1,-1.266151667E-3,4.023924470E-3,3.731250763E-2,3.755021084E-2
1.636777178E1,-2.739380300E-2,-7.550567389E-4,-5.709648132E-3,2.799268896E-2
1.637250193E1,-5.845695734E-3,6.398707628E-3,-3.176212311E-2,3.292336681E-2
1.637723209E1,1.072137058E-2,4.671321809E-2,-4.335880280E-2,6.463016565E-2
1.638196224E1,-1.787905395E-2,3.640234470E-3,-3.587913513E-2,4.025200883E-2
1.638669240E1,-1.304827631E-2,8.384466171E-3,-7.102966309E-3,1.705898350E-2
1.639142256E1,6.007388234E-3,-2.484908700E-2,4.990768433E-2,5.607443975E-2
1.639615271E1,1.301200688E-2,-7.919475436E-3,7.085037231E-2,7.246934298E-2
1.640088287E1,1.046670973E-2,1.666873693E-3,5.365085602E-2,5.468770275E-2
1.640561303E1,-3.236810863E-2,3.971710801E-3,8.119583130E-3,3.360649600E-2
1.641034318E1,-1.258775592E-3,3.478764743E-2,-1.805019379E-2,3.921191688E-2
1.641507334E1,-5.974039435E-3,2.980928123E-2,-3.688335419E-2,4.779816116E-2
1.641980350E1,3.531172872E-3,1.540809870E-2,-3.352165222E-3,1.615907482E-2
1.642453360E1,3.903141618E-2,-1.273199916E-3,1.803302765E-2,4.301467858E-2
1.642926376E1,2.203279734E-2,1.294905692E-2,4.873180389E-2,5.502645677E-2
1.643399391E1,1.709556580E-2,-6.140351295E-3,7.205390930E-2,7.430833150E-2
1.643872407E1,1.219986379E-2,1.526896656E-2,4.535102844E-2,4.938313272E-2
1.644345422E1,7.344573736E-3,1.039753854E-2,7.007598877E-3,1.453127706E-2
1.644818438E1,9.620532393E-3,1.980400085E-2,-2.627182007E-2,3.427771321E-2
1.645291454E1,-3.558014333E-2,1.966841519E-2,-1.418685913E-2,4.305879849E-2
1.645764469E1,9.766191244E-3,1.004368067E-2,1.915264130E-2,2.372925792E-2
1.646237485E1,1.205019653E-2,-2.563105524E-2,4.034805298E-2,4.929628392E-2
1.646710500E1,9.512916207E-3,-3.016227484E-2,3.526782990E-2,4.737170277E-2
1.647183516E1,4.651740193E-3,-2.279132605E-2,6.501197815E-3,2.415261482E-2
1.647656532E1,-1.402497292E-4,-3.560408950E-3,-4.812908173E-2,4.826079868E-2
1.648129547E1,-1.438382268E-2,-3.472805023E-3,-7.145500183E-2,7.297103546E-2
1.648602558E1,-9.498193860E-3,-1.013681293E-3,-4.238605499E-2,4.344906091E-2
1.649075579E1,3.635883331E-5,-8.095070720E-3,-2.067565918E-2,2.220392700E-2
1.649548589E1,-1.183620095E-2,-3.172697127E-2,-8.638381958E-3,3.494736044E-2
1.650021605E1,-2.254322171E-3,-3.617952764E-2,1.990985870E-2,4.135749826E-2
1.650494620E1,-4.560545087E-3,-1.926627755E-2,1.025104523E-2,2.229511046E-2
1.650967636E1,-6.875425577E-3,-3.096856177E-2,-2.068138123E-2,3.786875789E-2
1.651440652E1,-2.106365561E-2,-9.325742722E-3,3.220558167E-3,2.325981642E-2
1.651913667E1,-2.798675001E-2,-9.218588471E-3,-2.765369415E-2,4.040999072E-2
1.652386683E1,-2.061446011E-2,4.076659679E-4,-3.454208374E-2,4.022782254E-2
1.652859698E1,-2.047836781E-2,-4.312053323E-3,-2.238845825E-2,3.064637686E-2
1.653332714E1,-2.506132424E-2,-1.848396659E-2,3.474807739E-2,4.666000296E-2
1.653805730E1,-2.723321319E-2,-3.022062778E-2,4.395008087E-2,5.988776046E-2
1.654278745E1,-5.657777190E-3,-2.050292492E-2,1.510906219E-2,2.608954069E-2
1.654751756E1,-1.751153171E-2,-8.495196700E-3,-3.247356415E-2,3.785966823E-2
1.655224771E1,-1.028265059E-2,3.191617131E-2,-2.982902527E-2,4.487923398E-2
1.655697787E1,8.778631687E-3,2.213299274E-2,-2.008914948E-2,3.115297207E-2
1.656170803E1,-1.031367481E-2,1.720373333E-2,-1.280212402E-2,2.379568675E-2
1.656643818E1,8.663102984E-3,-9.041011333E-3,-8.296966553E-4,1.254900935E-2
1.657116834E1,-9.924471378E-4,-2.791990340E-2,2.528095245E-2,3.767801101E-2
1.657589850E1,2.739979327E-2,-3.008517623E-2,6.066608429E-2,7.304957415E-2
1.658062865E1,2.233427763E-2,-1.559560001E-2,3.643321991E-2,4.549090250E-2
1.658535881E1,3.389246762E-2,-1.283749938E-3,4.087734222E-2,5.311595318E-2
1.659008896E1,1.213440299E-2,5.818694830E-3,-2.827548981E-2,3.131460153E-2
1.659481912E1,1.431433856E-2,-1.347497106E-3,-4.702091217E-2,4.916993206E-2
1.659954928E1,-1.615434885E-4,1.066058874E-3,-1.103305817E-2,1.108561908E-2
1.660427938E1,1.158492267E-2,-3.922452033E-2,3.177452087E-2,5.179182952E-2
1.660900954E1,4.221577942E-2,-1.276774704E-2,3.388500214E-2,5.561816939E-2
1.661373969E1,1.332540810E-2,-3.164345026E-2,3.360462189E-2,4.804315828E-2
1.661846985E1,-3.404468298E-3,-2.191574872E-2,-7.014274597E-3,2.326135194E-2
1.662320000E1,-1.038491726E-3,-2.747848630E-3,-3.780269623E-2,3.791665833E-2
1.662793016E1,-5.783841014E-3,1.385834813E-2,-4.460525513E-2,4.706522511E-2
1.663266032E1,3.775104880E-3,4.223793745E-3,-4.898071289E-2,4.930722144E-2
1.663739047E1,-1.037403941E-3,-5.549490452E-4,-1.060581207E-2,1.067086806E-2
1.664212063E1,8.399620652E-3,-2.662193775E-2,3.456878662E-2,4.443289553E-2
1.664685073E1,-1.068954170E-2,-7.443934679E-3,1.767063141E-2,2.195289684E-2
1.665158089E1,-2.490131557E-2,4.484087229E-3,-1.569652557E-2,2.977521571E-2
1.665631105E1,-1.763913035E-2,1.159420609E-2,-5.827522278E-2,6.198036886E-2
1.666104120E1,-3.182086349E-2,2.341930568E-2,-4.829502106E-2,6.239743817E-2
1.666577136E1,8.775457740E-3,4.463738948E-2,-1.467227936E-2,4.779938263E-2
1.667050152E1,-3.226056695E-3,2.768407017E-2,1.392650604E-2,3.115706587E-2
1.667523167E1,6.256669760E-3,-3.364667296E-3,2.093124390E-2,2.210393344E-2
1.667996183E1,-5.695581436E-3,-1.754446328E-2,5.872440338E-2,6.155325655E-2
1.668469198E1,8.580937982E-3,-2.211518586E-2,5.111694336E-2,5.635295769E-2
1.668942214E1,1.437857747E-3,-6.024837494E-4,4.357051849E-2,4.359840024E-2
1.669415224E1,-3.417520225E-2,8.895635605E-3,2.897071838E-2,4.567690122E-2
1.669888240E1,-4.810728133E-2,2.311673760E-2,4.059314728E-2,6.705592949E-2
1.670361256E1,-3.104791045E-2,8.744731545E-3,2.601814270E-2,4.144136608E-2
1.670834271E1,-4.497899115E-2,1.637741923E-3,-5.045890808E-3,4.529075908E-2
1.671307287E1,-2.557361126E-2,-2.207590640E-2,3.533363342E-2,4.888579433E-2
1.671780303E1,-1.110357046E-2,-1.711736619E-2,6.588649750E-2,6.897335757E-2
1.672253318E1,-2.994579077E-2,-1.228250563E-2,8.669185638E-2,9.253695636E-2
1.672726334E1,-3.673912585E-2,-2.742797136E-3,3.613567352E-2,5.160497268E-2
1.673199350E1,-2.926681936E-2,6.772547960E-3,2.403259277E-4,3.004116971E-2
1.673672360E1,-1.476560533E-2,1.143556833E-2,-4.247474670E-2,4.639934732E-2
1.674145376E1,-3.835177422E-2,2.086061984E-2,-3.974819183E-2,5.904187327E-2
1.674618391E1,-2.134622633E-2,1.733154058E-3,-1.451492310E-3,2.146560112E-2
1.675091407E1,-2.352119982E-2,-2.669855952E-2,3.652667999E-2,5.099272765E-2
1.675564422E1,-3.045248985E-2,-2.410286665E-2,4.808616638E-2,6.181085436E-2
1.676037438E1,-3.972637653E-2,-9.691625834E-3,1.921176910E-2,4.517969318E-2
1.676510454E1,-2.042049170E-2,1.171815395E-2,-4.027080536E-2,4.664814442E-2
1.676983469E1,-1.556773484E-2,-9.733259678E-3,-9.213638306E-2,9.394787807E-2
