"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.223379640E0,-1.516939700E-2,-2.884179354E-3,-1.009769440E-1,1.021507333E-1
5.228109849E0,-1.971234381E-2,3.030654788E-2,-1.096305847E-1,1.154379853E-1
5.232840109E0,-2.418991923E-2,2.522598952E-2,-1.632976532E-1,1.669958870E-1
5.237570370E0,-1.450422406E-2,-8.202373981E-3,-7.888507843E-2,8.062572203E-2
5.242300578E0,9.225890040E-3,-3.657908738E-2,-2.127647400E-2,4.331091117E-2
5.247030838E0,3.278619051E-2,-5.285492539E-2,6.432819366E-2,8.948013146E-2
5.251761099E0,5.380523205E-2,-6.667810678E-2,8.752155304E-2,1.224785498E-1
5.256491307E0,6.995919347E-2,-4.004710913E-2,8.486747742E-3,8.105605830E-2
5.261221567E0,1.953743398E-2,-6.631731987E-3,-1.268396378E-1,1.285067504E-1
5.265951828E0,1.945017278E-2,7.605925202E-3,-2.349386215E-1,2.358650360E-1
5.270682036E0,2.170901000E-2,1.463486254E-2,-2.377281189E-1,2.391654633E-1
5.275412297E0,-6.953895092E-3,-6.840810180E-3,-1.550693512E-1,1.553758573E-1
5.280142557E0,1.590400934E-4,-5.183905363E-2,-4.462337494E-2,6.839998806E-2
5.284872765E0,3.091275692E-2,-6.095409393E-2,4.591846466E-2,8.233775261E-2
5.289603026E0,2.584575117E-2,-7.001982629E-2,4.520416260E-4,7.463901975E-2
5.294333234E0,3.031246364E-2,-6.002695858E-2,-7.785701752E-2,1.028775796E-1
5.299063495E0,2.293384075E-2,-2.633205056E-2,-9.144496918E-2,9.788524059E-2
5.303793755E0,2.988146245E-2,-1.664741337E-2,-3.848075867E-2,5.148598798E-2
5.308524015E0,5.951657891E-3,-9.444266558E-3,1.184473038E-1,1.189721824E-1
5.313254224E0,-5.941838026E-3,-7.074192166E-3,1.079673767E-1,1.083619124E-1
5.317984484E0,-3.677508235E-2,-7.068842649E-3,-3.293228149E-2,4.986893204E-2
5.322714692E0,-8.057266474E-3,-2.124500275E-2,-8.723258972E-2,9.014318829E-2
5.327444953E0,-3.172589839E-2,-1.634724438E-2,-1.031141281E-1,1.091159404E-1
5.332175213E0,-3.141349554E-2,-3.762120008E-2,-2.869796753E-2,5.679556090E-2
5.336905422E0,-4.293976724E-2,-4.919777811E-2,1.187801361E-2,6.637267652E-2
5.341635682E0,-4.021684825E-2,-3.220392764E-2,9.245681763E-2,1.058430487E-1
5.346365942E0,-1.138615608E-2,-2.721485496E-2,6.558322906E-2,7.191281398E-2
5.351096151E0,3.141322732E-2,-3.647738695E-2,9.113883972E-2,1.030712313E-1
5.355826411E0,5.012673140E-2,-4.809205234E-2,9.749698639E-2,1.197129778E-1
5.360556672E0,1.413676143E-2,-2.164256573E-2,1.251573563E-1,1.277991099E-1
5.365286880E0,-2.152493596E-2,-2.157042921E-2,9.326457977E-2,9.811670665E-2
5.370017140E0,-2.604281902E-2,-1.721382141E-4,-4.039669037E-2,4.806402654E-2
5.374747401E0,-3.052222729E-2,3.305311501E-2,-1.420955658E-1,1.490478601E-1
5.379477609E0,7.747590542E-3,2.803538740E-2,-9.820079803E-2,1.024177955E-1
5.384207870E0,4.558591545E-2,2.311405540E-2,2.363681793E-2,5.631193840E-2
5.388938130E0,9.633332491E-3,1.105922461E-2,1.729316711E-1,1.735525005E-1
5.393668338E0,-2.290800214E-3,-1.281537116E-2,2.403039932E-1,2.406563747E-1
5.398398599E0,-2.835156024E-2,-1.753401756E-2,1.599941254E-1,1.634300244E-1
5.403128859E0,-2.574935555E-2,3.970876336E-3,6.849002838E-2,7.327810831E-2
5.407859067E0,-3.028792143E-2,1.580442488E-2,-4.597854614E-2,5.728145193E-2
5.412589328E0,-2.524082363E-2,6.553404033E-2,-2.898597717E-2,7.597365657E-2
5.417319536E0,-3.690271080E-2,5.555383861E-2,1.159477234E-2,6.769400117E-2
5.422049797E0,-8.240148425E-3,-4.201650620E-3,7.794189453E-2,7.848880708E-2
5.426780057E0,-8.262664080E-3,7.727935910E-3,6.068420410E-2,6.172977595E-2
5.431510317E0,-5.855828524E-3,-6.570905447E-3,6.255340576E-2,6.316958207E-2
5.436240526E0,-4.378011823E-2,-1.851364970E-3,5.491161346E-2,7.025248464E-2
5.440970786E0,-3.390319645E-2,3.373154998E-2,9.716510773E-2,1.082972869E-1
5.445700995E0,-2.413611114E-2,5.478127301E-2,4.889774323E-2,7.729507763E-2
5.450431255E0,-4.987701774E-3,5.898828059E-2,1.764297485E-2,6.177191092E-2
5.455161515E0,-4.057599604E-2,5.606827140E-2,-2.996158600E-2,7.541723376E-2
5.459891724E0,-4.496350884E-2,4.130943865E-2,1.774501801E-2,6.358515953E-2
5.464621984E0,-2.566905320E-2,1.958350837E-2,7.217502594E-2,7.906736660E-2
5.469352245E0,-8.880749345E-3,-4.334881902E-3,1.095399857E-1,1.099848506E-1
5.474082453E0,1.963247359E-2,1.465852559E-2,6.828784943E-2,7.255023619E-2
5.478812713E0,1.708899438E-2,5.951216817E-2,2.975082397E-2,6.869383827E-2
5.483542974E0,9.903952479E-3,6.605261564E-2,-9.863662720E-2,1.191227121E-1
5.488273182E0,-2.097758651E-2,5.358408391E-2,-1.191720963E-1,1.323378317E-1
5.493003442E0,-1.129071414E-2,5.545675009E-2,-8.021354675E-2,9.816895864E-2
5.497733703E0,-8.886262774E-3,2.649551630E-2,5.879402161E-3,2.855775586E-2
5.502463911E0,1.719781756E-2,1.201103628E-2,1.173572540E-1,1.192172596E-1
5.507194172E0,-9.083017707E-3,1.420158148E-2,1.068878174E-1,1.082090183E-1
5.511924432E0,-3.506058455E-2,9.227886796E-3,7.751941681E-2,8.557837616E-2
5.516654640E0,-2.760131657E-2,1.381509006E-2,-8.551597595E-3,3.202841256E-2
5.521384901E0,-1.311349869E-2,1.599119604E-2,-1.033973694E-1,1.054452379E-1
5.526115161E0,-1.203149557E-3,3.967747092E-3,-1.286373138E-1,1.287041145E-1
5.530845370E0,-1.199752092E-3,-1.979069412E-2,-1.963796616E-1,1.973780192E-1
5.535575630E0,-8.315816522E-3,-4.335242510E-2,-1.662683487E-1,1.720283388E-1
5.540305890E0,1.265913248E-3,-5.488069355E-2,-9.132480621E-2,1.065538047E-1
5.545036099E0,1.551356912E-2,-2.837470174E-2,-7.158088684E-2,7.854691519E-2
5.549766359E0,3.913362324E-2,3.353096545E-2,2.867507935E-2,5.897479366E-2
5.554496620E0,8.343607187E-4,2.848066390E-2,5.691146851E-2,6.364557818E-2
5.559226828E0,-3.924965858E-3,1.872731000E-2,1.015214920E-1,1.033089098E-1
5.563957088E0,-3.927215934E-3,-1.707504690E-2,7.694721222E-2,7.891675183E-2
5.568687349E0,-3.957390785E-3,-3.477185965E-4,2.410316467E-2,2.442835232E-2
5.573417557E0,-1.579624414E-2,-2.884514630E-2,-4.965591431E-2,5.955899277E-2
5.578147817E0,3.311008215E-3,-2.153980732E-2,-1.275482178E-1,1.293965762E-1
5.582878026E0,8.077621460E-3,-1.898522675E-2,-1.739444733E-1,1.751638278E-1
5.587608286E0,2.938675880E-2,9.649753571E-3,-1.369009018E-1,1.403515452E-1
5.592338547E0,4.345552623E-2,3.561739624E-2,-6.457710266E-2,8.559897116E-2
5.597068755E0,-6.744578481E-3,4.447370768E-3,-2.607154846E-2,2.729457977E-2
5.601799015E0,9.914383292E-3,-5.256459117E-2,1.448345184E-2,5.541752086E-2
5.606529276E0,1.926000416E-2,-6.870660186E-2,1.199150085E-2,7.235565625E-2
5.611259484E0,5.222824216E-2,-5.621221662E-2,1.163015366E-1,1.393328747E-1
5.615989745E0,4.935725033E-2,-7.237905264E-2,2.363491058E-1,2.520630184E-1
5.620720005E0,1.097157598E-2,-2.682985365E-2,9.200477600E-2,9.646292207E-2
5.625450213E0,8.499443531E-3,8.848860860E-3,-8.198547363E-2,8.289849676E-2
5.630180474E0,-8.161470294E-3,3.947138786E-3,-2.355413437E-1,2.357157485E-1
5.634910734E0,-1.050208509E-2,1.578024030E-2,-2.857809067E-1,2.864088623E-1
5.639640942E0,-3.409621119E-2,-2.460616827E-2,-2.264499664E-1,2.303206513E-1
5.644371203E0,1.838266850E-2,-3.623726964E-2,-1.574897766E-2,4.357857856E-2
5.649101463E0,2.768526971E-2,-8.099055290E-2,1.243839264E-1,1.509877643E-1
5.653831672E0,2.973628044E-2,-7.319477201E-2,2.182636261E-1,2.321222340E-1
5.658561932E0,2.942521870E-2,-3.470024467E-2,2.283105850E-1,2.327996428E-1
5.663292192E0,-4.076525569E-3,-6.019309163E-3,8.640766144E-2,8.671294078E-2
5.668022401E0,-4.430556297E-2,2.245116979E-2,2.161693573E-2,5.416945491E-2
5.672752661E0,-4.388873279E-2,-1.519650221E-3,-2.127742767E-2,4.879814680E-2
5.677482922E0,-3.403927386E-2,1.273189485E-2,-1.065235138E-1,1.125523536E-1
5.682213130E0,6.492182612E-3,-1.553431153E-3,-8.664894104E-2,8.690569928E-2
5.686943390E0,-7.442384958E-4,-2.995763719E-2,1.848125458E-2,3.520753737E-2
5.691673651E0,-3.633908927E-2,-3.450803459E-2,7.764911652E-2,9.241601136E-2
5.696403859E0,-3.838902712E-2,-3.902052343E-2,7.700061798E-2,9.447440829E-2
5.701134120E0,-1.437562704E-2,-1.024648547E-2,1.940917969E-2,2.623671804E-2
5.705864380E0,-1.903691888E-2,-3.040239215E-3,3.823184967E-2,4.281730566E-2
5.710594588E0,-4.648387432E-3,-3.383223712E-2,1.181221008E-2,3.613524708E-2
5.715324849E0,1.199355721E-2,-9.790718555E-3,1.018838882E-1,1.030535311E-1
5.720055109E0,-7.124349475E-3,-2.394360304E-2,1.651039124E-1,1.669830960E-1
5.724785317E0,-4.032108188E-2,-1.673559844E-2,1.969480515E-1,2.017285425E-1
5.729515578E0,-5.657427013E-2,9.368672967E-3,5.530357361E-2,7.966746719E-2
5.734245838E0,-4.181616008E-2,4.949332774E-2,-6.617736816E-2,9.261546735E-2
5.738976047E0,-4.856579006E-2,6.329242885E-2,-1.368131638E-1,1.583742697E-1
5.743706307E0,-1.260317862E-2,4.143918306E-2,-1.024513245E-1,1.112309304E-1
5.748436567E0,-2.199622989E-2,1.739639044E-2,2.416610718E-2,3.701984962E-2
5.753166776E0,-2.836033702E-3,-1.828189194E-2,2.209148407E-1,2.216881537E-1
5.757897036E0,-1.705625653E-2,-8.718416095E-3,3.305978775E-1,3.311523566E-1
5.762627297E0,-3.121389449E-2,5.483135581E-3,1.759786606E-1,1.788095662E-1
5.767357505E0,-2.389803529E-2,3.385891765E-2,1.553058624E-2,4.425767170E-2
5.772087765E0,-1.658724248E-2,6.205414236E-2,-5.578517914E-2,8.507549241E-2
5.776818026E0,-2.829247713E-2,4.730251431E-2,1.111984253E-2,5.622848940E-2
5.781548234E0,-2.334590256E-2,-1.478381455E-2,2.526569366E-2,3.744259093E-2
5.786278495E0,-4.231229424E-3,-7.400785387E-2,1.556491852E-2,7.574518087E-2
5.791008755E0,-1.369489729E-2,-6.395332515E-2,5.102634430E-2,8.295339549E-2
5.795738963E0,-2.305133641E-2,-1.604381204E-2,5.059909821E-2,5.787086274E-2
5.800469224E0,-1.510292292E-3,3.621220589E-2,2.407550812E-2,4.351131955E-2
5.805199484E0,1.510463655E-2,6.204165518E-2,-6.392097473E-2,9.035047335E-2
5.809929692E0,3.872770071E-2,4.022616893E-2,-2.305030823E-2,6.040940472E-2
5.814659953E0,2.178779244E-2,1.141914725E-2,-1.502037048E-3,2.464469393E-2
5.819390213E0,4.063735902E-2,2.313405275E-2,3.172779083E-2,5.650869010E-2
5.824120422E0,1.658958197E-2,-7.989138365E-3,2.196979523E-2,2.866552745E-2
5.828850682E0,1.641511917E-2,-2.224276960E-2,-4.228019714E-2,5.051546305E-2
5.833580942E0,3.757008910E-2,-7.564574480E-4,-6.802940369E-2,7.771797468E-2
5.838311151E0,1.117500663E-2,3.953389078E-2,-1.125478745E-1,1.198116578E-1
5.843041411E0,-1.488830149E-2,6.525118649E-2,-1.377162933E-1,1.531181123E-1
5.847771672E0,4.266873002E-3,7.891834527E-2,-1.697902679E-1,1.872833322E-1
5.852501880E0,1.843281090E-2,3.317749500E-2,-1.707468033E-1,1.749142233E-1
5.857232140E0,6.324434280E-2,-3.177821636E-4,-7.440567017E-2,9.765322132E-2
5.861962401E0,4.118627310E-2,-3.587824106E-2,-7.339477539E-3,5.511284065E-2
5.866692609E0,3.840643167E-2,-3.091572225E-2,7.102680206E-2,8.646179785E-2
5.871422870E0,-4.578292370E-3,-1.653224230E-2,6.568527222E-2,6.788837001E-2
5.876153130E0,-3.059460223E-2,-9.387284517E-3,-2.266120911E-2,3.921327829E-2
5.880883338E0,-4.218479991E-2,-9.392559528E-3,-1.814565659E-1,1.865322031E-1
5.885613599E0,-3.944027424E-2,-9.312719107E-3,-2.107925415E-1,2.146526439E-1
5.890343859E0,-2.248173952E-2,-1.629693806E-2,-9.751033783E-2,1.013868077E-1
5.895074120E0,1.091812551E-2,-6.358927488E-2,6.228542328E-2,8.967873381E-2
5.899804328E0,-1.056456566E-2,-5.839583278E-2,7.837677002E-2,9.830870466E-2
5.904534588E0,8.498683572E-3,-1.527953148E-2,-1.244735718E-2,2.146225537E-2
5.909264849E0,-1.050715148E-2,2.750536799E-2,-1.286163330E-1,1.319435736E-1
5.913995057E0,-7.971182466E-3,3.202287108E-2,-1.204290390E-1,1.248685607E-1
5.918725317E0,-1.732032001E-2,2.706766129E-2,6.337165833E-3,3.275380044E-2
5.923455578E0,-2.433039248E-2,-1.603007317E-3,1.652679443E-1,1.670569695E-1
5.928185786E0,-5.236223340E-3,-3.006264567E-2,1.377916336E-1,1.411301350E-1
5.932916047E0,1.127007604E-2,-2.981056273E-2,5.834102631E-2,6.647826423E-2
5.937646307E0,6.422549486E-3,-1.303420961E-2,-4.180812836E-2,4.426126251E-2
5.942376515E0,-5.363136530E-3,8.348733187E-3,-1.292591095E-1,1.296394306E-1
5.947106776E0,-2.897045016E-2,2.723710239E-2,-1.875066757E-1,1.916765509E-1
5.951837036E0,-1.918947697E-2,3.658701479E-2,-5.306148529E-2,6.724854570E-2
5.956567245E0,-1.663616300E-2,1.972997934E-2,8.738040924E-2,9.111185391E-2
5.961297505E0,4.795134068E-3,-2.783404291E-2,1.839418411E-1,1.860976308E-1
5.966027765E0,1.890124381E-2,-5.132874846E-2,1.634273529E-1,1.723380315E-1
5.970757974E0,3.523513675E-2,-6.750838459E-2,9.088230133E-2,1.185685015E-1
5.975488234E0,3.021627665E-2,-3.615202010E-2,3.080272675E-2,5.629209453E-2
5.980218495E0,1.817604899E-2,-2.839118242E-4,-1.047105789E-1,1.062767834E-1
5.984948703E0,-2.218255401E-2,3.525739908E-2,-2.058753967E-1,2.100472063E-1
5.989678963E0,-2.663916349E-2,4.205649346E-2,-1.353483200E-1,1.442135965E-1
5.994409224E0,-3.345987201E-2,2.512534708E-2,2.950668335E-2,5.120049280E-2
5.999139484E0,-2.609772980E-2,-1.779372990E-2,1.194324493E-1,1.235387319E-1
6.003869692E0,-6.960883737E-3,-2.001677454E-2,1.801338196E-1,1.813761785E-1
6.008599953E0,2.385254204E-2,-1.515911520E-2,1.525325775E-1,1.551287521E-1
6.013330213E0,4.971969128E-2,-7.940530777E-3,3.499031067E-2,6.131412211E-2
6.018060422E0,1.610511541E-2,8.709430695E-3,-1.038646698E-2,2.105012166E-2
6.022790682E0,2.076470852E-2,-3.225997090E-3,-6.013107300E-2,6.369714371E-2
6.027520942E0,-2.684588730E-2,1.335676014E-2,1.040973663E-1,1.083298961E-1
6.032251151E0,-5.982202291E-2,1.327335835E-3,1.032285690E-1,1.193171141E-1
6.036981411E0,-4.749447107E-2,-8.201017976E-3,4.067420959E-2,6.306641582E-2
6.041711672E0,-6.794631481E-3,-1.284769177E-2,4.982757568E-2,5.190392566E-2
6.046441880E0,-1.860985160E-2,-1.985710859E-2,5.653095245E-2,6.274057637E-2
6.051172140E0,-2.795454860E-2,1.584663987E-2,9.877204895E-2,1.038676583E-1
6.055902401E0,-2.058324218E-2,3.851115704E-3,4.574489594E-2,5.031000353E-2
6.060632661E0,-6.237760186E-3,-3.651779890E-2,2.163600922E-2,4.290193683E-2
6.065362870E0,-8.621990681E-3,-4.332995415E-2,9.739112854E-2,1.069432353E-1
6.070093130E0,3.306835890E-3,-3.584805131E-2,1.036968231E-1,1.097681606E-1
6.074823390E0,-8.592531085E-3,-5.935986340E-2,1.004590988E-1,1.170019466E-1
6.079553599E0,-1.092959940E-2,-2.807207406E-2,7.589340210E-2,8.165357290E-2
6.084283859E0,1.046001911E-3,5.261301994E-4,9.186840057E-2,9.187586167E-2
6.089014120E0,-2.976250648E-2,4.077782482E-2,-1.441001892E-3,5.050459658E-2
6.093744380E0,-6.977701187E-2,2.849186957E-2,-7.261848450E-2,1.046616563E-1
6.098474588E0,-4.539026320E-2,3.060153127E-2,-1.645574570E-1,1.734240074E-1
6.103204849E0,7.128491998E-3,-4.702508450E-4,-6.826877594E-2,6.864154939E-2
6.107935109E0,-1.967847347E-4,4.309564829E-3,5.569458008E-2,5.586141176E-2
6.112665317E0,2.821610868E-2,-5.243673921E-3,1.620101929E-1,1.645325120E-1
6.117395578E0,2.325572073E-2,1.841916144E-2,2.104883194E-1,2.125686399E-1
6.122125838E0,-3.146545589E-2,2.767606080E-2,1.090707779E-1,1.168438011E-1
6.126856047E0,-5.496664345E-2,3.451153636E-2,-3.362655640E-3,6.498988758E-2
6.131586307E0,-4.027830064E-2,1.758855581E-2,-1.528253555E-1,1.590197726E-1
6.136316567E0,1.462662220E-2,3.207445145E-3,-2.393493652E-1,2.398173147E-1
6.141046828E0,2.404475212E-2,-1.348321140E-2,-1.898984909E-1,1.918889886E-1
6.145777036E0,-1.881900430E-2,-4.187124968E-2,-1.266231537E-1,1.346877111E-1
6.150507297E0,-1.381245255E-2,-3.914788365E-2,-3.777313232E-2,5.612619857E-2
6.155237557E0,-3.500480950E-2,-3.175674379E-2,-1.867294312E-3,4.730025636E-2
6.159967817E0,-3.231926262E-2,2.303105593E-2,-1.846313477E-2,4.377044230E-2
6.164698026E0,1.062613726E-2,5.363224447E-2,-5.864810944E-2,8.018062846E-2
6.169428286E0,4.603873193E-2,1.284722984E-2,-1.032409668E-1,1.137686836E-1
6.174158547E0,5.036464334E-2,-1.093180478E-2,-6.678676605E-2,8.435978766E-2
6.178888755E0,2.507373691E-3,-7.258999348E-2,3.817653656E-2,8.205511574E-2
6.183619015E0,-1.407562196E-2,-3.890290856E-2,7.344913483E-2,8.429907968E-2
6.188349276E0,-9.192451835E-3,8.712798357E-3,-7.665824890E-2,7.769749771E-2
6.193079536E0,2.796605229E-3,6.542325020E-2,-2.326335907E-1,2.416741819E-1
6.197809745E0,3.126800060E-2,1.028177887E-1,-2.686624527E-1,2.893591178E-1
6.202540005E0,4.526481032E-2,7.588875294E-2,-2.284574509E-1,2.449506333E-1
6.207270265E0,1.643267274E-2,3.974784166E-2,6.293869019E-2,7.623124275E-2
6.212000474E0,2.569562197E-2,1.566141844E-2,1.359758377E-1,1.392658374E-1
6.216730734E0,3.965505958E-2,-3.450617194E-3,2.155227661E-1,2.191677285E-1
6.221460995E0,4.163295031E-2,1.318864524E-2,1.472873688E-1,1.536255575E-1
6.226191255E0,3.653237224E-2,8.334532380E-3,5.114459991E-2,6.340227718E-2
6.230921463E0,-4.090964794E-3,5.865797400E-3,8.869171143E-4,7.206260754E-3
6.235651724E0,-3.728467226E-2,8.164033294E-3,-1.098442078E-2,3.971719684E-2
6.240381984E0,-1.325340569E-2,-3.795430064E-3,1.758098602E-2,2.234164545E-2
6.245112192E0,-1.075039804E-2,-3.226536512E-2,-1.130743027E-1,1.180780368E-1
6.249842453E0,-1.547071338E-2,-4.383201897E-2,-1.453514099E-1,1.526028218E-1
6.254572713E0,1.789821684E-2,-5.764721334E-2,-1.837635040E-2,6.309704927E-2
6.259302974E0,1.774039865E-2,-4.527412355E-2,6.957340240E-2,8.488183745E-2
6.264033182E0,1.046566665E-2,-2.591283619E-2,9.984111786E-2,1.036786095E-1
6.268763442E0,-2.044890821E-2,-4.367351532E-3,1.369743347E-1,1.385611777E-1
6.273493703E0,-2.494828403E-2,9.879946709E-3,1.215944290E-1,1.245200200E-1
6.278223963E0,-3.418344259E-2,5.054011941E-3,1.205797195E-1,1.254333271E-1
6.282954172E0,-2.684368193E-2,-2.106028795E-2,6.262683868E-2,7.131787933E-2
6.287684432E0,-1.722140610E-2,-1.929968596E-3,2.176761627E-2,2.782320480E-2
6.292414692E0,2.319735289E-2,-6.686016917E-3,-1.065483093E-1,1.092490834E-1
6.297144953E0,1.590508223E-2,-1.849377155E-2,-1.080331802E-1,1.107526941E-1
6.301875161E0,1.350320876E-2,3.017216921E-3,-9.527111053E-2,9.627058090E-2
6.306605422E0,-1.026172936E-2,5.934089422E-4,3.602981567E-2,3.746735701E-2
6.311335682E0,-1.961927116E-2,-6.528019905E-3,9.505081177E-2,9.727377685E-2
6.316065890E0,1.615755260E-2,-4.071235657E-3,1.322250366E-1,1.332707837E-1
6.320796151E0,-7.713750005E-3,-2.064593136E-2,1.073951721E-1,1.096333864E-1
6.325526411E0,-5.284443498E-3,-2.759097517E-2,3.768634796E-2,4.700476653E-2
6.330256672E0,-1.233851910E-2,-5.820636451E-2,1.465253830E-1,1.581452111E-1
6.334986880E0,-4.070997238E-4,-5.537484586E-2,1.002187729E-1,1.145004005E-1
6.339717140E0,-1.233227551E-2,-4.315985739E-2,1.870536804E-2,4.862868601E-2
6.344447401E0,4.940125346E-2,-1.672549546E-2,-1.095848083E-1,1.213633234E-1
6.349177661E0,3.711728752E-2,4.771366715E-3,-5.409431458E-2,6.577730492E-2
6.353907870E0,3.210988641E-2,-3.323356807E-2,-7.262802124E-2,8.608335682E-2
6.358638130E0,1.765309274E-2,-4.241862893E-2,-7.956504822E-3,4.662915110E-2
6.363368390E0,3.650915623E-2,-2.070763707E-2,4.431438446E-2,6.103678720E-2
6.368098651E0,1.721361279E-2,-3.717227280E-2,1.720809937E-1,1.768896682E-1
6.372828859E0,2.420809865E-2,-3.691808879E-2,2.157316208E-1,2.202024285E-1
6.377559120E0,2.613767982E-3,-1.765501499E-2,1.664752960E-1,1.674292553E-1
6.382289380E0,-4.590868950E-3,-9.527057409E-4,1.057672501E-1,1.058711241E-1
6.387019640E0,9.620904922E-3,-1.049067080E-2,3.369998932E-2,3.658285480E-2
6.391749849E0,-2.846160531E-2,-5.740463734E-3,1.983642578E-4,2.903541371E-2
6.396480109E0,-4.530996084E-3,-3.373518586E-3,-7.810878754E-2,7.831279106E-2
6.401210370E0,-2.113963664E-2,3.224878013E-2,-3.711795807E-2,5.352205964E-2
6.405940630E0,-1.147978008E-2,3.507003188E-3,2.014160156E-2,2.344714344E-2
6.410670838E0,-1.851102710E-2,-1.322984695E-3,1.599712372E-1,1.610441093E-1
6.415401099E0,-2.785655856E-2,-2.269491553E-2,1.183004379E-1,1.236367286E-1
6.420131359E0,-3.006152809E-2,-4.388876259E-2,8.172225952E-2,9.751126424E-2
6.424861620E0,-4.405614734E-2,-5.778674781E-2,-1.387405396E-2,7.397798128E-2
6.429591828E0,-1.050488651E-2,-1.219147444E-2,-5.884265900E-2,6.100363274E-2
6.434322088E0,-1.759979129E-2,-7.342562079E-3,8.090972900E-3,2.071544626E-2
6.439052349E0,1.573055983E-2,-1.445566118E-2,1.039505005E-2,2.375865564E-2
6.443782609E0,2.030901611E-2,-1.439021528E-2,3.166484833E-2,4.027650743E-2
6.448512870E0,3.549724817E-3,4.658341408E-3,-8.012580872E-2,8.033956630E-2
6.453243078E0,-3.442582488E-2,3.535664827E-2,-1.292905807E-1,1.383881652E-1
6.457973338E0,-9.255707264E-4,2.789019793E-2,-1.543149948E-1,1.568178480E-1
6.462703599E0,-8.044317365E-3,1.342204213E-2,-1.625204086E-1,1.632719985E-1
6.467433807E0,1.506388187E-3,3.472363204E-2,-1.089620590E-1,1.143710196E-1
6.472164067E0,8.632615209E-3,5.341887474E-2,-1.551151276E-2,5.629125378E-2
6.476894328E0,-8.029356599E-3,6.958544999E-2,-5.890846252E-3,7.029443426E-2
6.481624588E0,-1.983428001E-2,6.900774688E-2,9.619140625E-2,1.200343885E-1
6.486354849E0,-3.159636259E-2,3.515917063E-2,8.589935303E-2,9.804690846E-2
6.491085057E0,-6.053149700E-4,3.483976424E-2,-2.611160278E-3,3.494272079E-2
6.495815317E0,-1.018354297E-2,3.455097973E-2,-1.354684830E-1,1.401755493E-1
6.500545578E0,-2.199847996E-2,2.954742312E-2,-2.458648682E-1,2.486091646E-1
6.505275838E0,6.707489491E-3,5.573913455E-3,-1.844940186E-1,1.847000320E-1
6.510006047E0,-2.414780855E-2,-2.771927416E-2,9.244918823E-3,3.790703552E-2
6.514736307E0,-2.867223322E-2,1.514129341E-2,4.001331329E-2,5.150165983E-2
6.519466567E0,-3.084199131E-2,4.818112403E-2,-6.589889526E-4,5.721086791E-2
6.524196828E0,2.152715623E-2,4.543684423E-2,-5.760002136E-2,7.645709732E-2
6.528927036E0,5.207595229E-2,3.799764067E-2,-5.711650848E-2,8.612793417E-2
6.533657297E0,4.448755085E-2,6.863027811E-3,1.692104340E-2,4.808913642E-2
6.538387557E0,3.461742401E-2,-3.830531240E-2,1.188135147E-1,1.295465719E-1
6.543117817E0,-1.244589686E-3,-1.911391318E-2,1.652784348E-1,1.663846498E-1
6.547848078E0,3.447368741E-3,1.175396144E-2,5.237483978E-2,5.378813813E-2
6.552578286E0,1.996383071E-2,-2.925544977E-4,-1.236543655E-1,1.252559070E-1
6.557308547E0,2.685233951E-2,2.813011408E-2,-1.890630722E-1,1.930212339E-1
6.562038807E0,3.848470747E-2,2.789664268E-2,-1.803703308E-1,1.865281524E-1
6.566769067E0,2.154473960E-2,1.345452666E-2,-5.645751953E-3,2.602065732E-2
6.571499276E0,2.844682336E-2,-3.212183714E-3,1.367769241E-1,1.397407130E-1
6.576229536E0,3.046299517E-2,-2.688470483E-2,2.281818390E-1,2.317708633E-1
6.580959797E0,1.828013361E-2,-6.145536900E-4,2.310276031E-1,2.317505003E-1
6.585690057E0,-5.665645003E-3,6.425648928E-3,4.164409637E-2,4.251610589E-2
6.590420317E0,-8.805245161E-4,-1.026445627E-2,-1.461601257E-1,1.465227516E-1
6.595150526E0,-3.170055151E-2,-2.910448611E-2,-1.734170914E-1,1.786770373E-1
6.599880786E0,-3.853493929E-2,-4.781548679E-2,-2.485275269E-2,6.624893689E-2
6.604611047E0,-3.104750812E-2,-5.218979716E-2,1.580638885E-1,1.693278345E-1
6.609341307E0,-3.559830785E-2,-4.943636060E-2,7.844257355E-2,9.931983999E-2
6.614071567E0,4.890099168E-3,-4.195947945E-2,4.694366455E-2,6.315234459E-2
6.618801776E0,9.475007653E-3,-5.347327888E-2,-5.547809601E-2,7.763366835E-2
6.623532036E0,4.614889622E-3,-2.929663658E-2,-9.298133850E-2,9.759671834E-2
6.628262297E0,-1.673184335E-2,-2.977818251E-3,-4.000473022E-2,4.346493327E-2
6.632992557E0,-2.838161588E-2,-2.190776169E-2,-2.068996429E-2,4.139493646E-2
6.637722765E0,-3.049787879E-2,-5.019822717E-2,1.360940933E-1,1.482281514E-1
6.642453026E0,-1.847104728E-2,-4.506056011E-2,2.014017105E-1,2.072058944E-1
6.647183286E0,-6.572410464E-3,-9.146183729E-3,1.024370193E-1,1.030543167E-1
6.651913547E0,2.901138365E-2,1.225896180E-2,-2.655220032E-2,4.119419701E-2
6.656643807E0,-1.632297039E-2,3.348635882E-2,-1.070079803E-1,1.133070318E-1
6.661374015E0,-6.675302982E-3,2.606225759E-2,-6.815052032E-2,7.326864514E-2
